Country,Kyrgyzstan,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,87%,Percent who believe religion when science & religion disagree,46%
Country,Latvia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,42%,Percent who believe religion when science & religion disagree,20%
Country,Lebanon,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,86%,Percent who believe religion when science & religion disagree,50%
Country,Liberia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,94%,Percent who believe religion when science & religion disagree,59%
Country,Libya,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,97%,Percent who believe religion when science & religion disagree,90%
Country,Lithuania,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,40%,Percent who believe religion when science & religion disagree,15%
Country,Luxembourg,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,42%,Percent who believe religion when science & religion disagree,16%
Country,Macedonia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,77%,Percent who believe religion when science & religion disagree,37%
Country,Madagascar,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,96%,Percent who believe religion when science & religion disagree,85%
Country,Malawi,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,99%,Percent who believe religion when science & religion disagree,90%
Country,Malaysia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,97%,Percent who believe religion when science & religion disagree,82%
Country,Mali,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,97%,Percent who believe religion when science & religion disagree,78%
Country,Malta,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,84%,Percent who believe religion when science & religion disagree,43%
Country,Mauritania,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,94%,Percent who believe religion when science & religion disagree,76%
Country,Mauritius,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,89%,Percent who believe religion when science & religion disagree,61%
Country,Mexico,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,74%,Percent who believe religion when science & religion disagree,59%
Country,Moldova,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,82%,Percent who believe religion when science & religion disagree,45%
Country,Mongolia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,54%,Percent who believe religion when science & religion disagree,39%
Country,Montenegro,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,52%,Percent who believe religion when science & religion disagree,36%
Country,Mozambique,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,95%,Percent who believe religion when science & religion disagree,62%
Country,Myanmar,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,90%,Percent who believe religion when science & religion disagree,86%
Country,Namibia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,84%,Percent who believe religion when science & religion disagree,70%
Country,Nepal,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,93%,Percent who believe religion when science & religion disagree,61%
Country,Netherlands,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,53%,Percent who believe religion when science & religion disagree,44%
Country,New Zealand,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,45%,Percent who believe religion when science & religion disagree,42%
Country,Nicaragua,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,90%,Percent who believe religion when science & religion disagree,87%
Country,Niger,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,99%,Percent who believe religion when science & religion disagree,93%
Country,Nigeria,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,96%,Percent who believe religion when science & religion disagree,89%
Country,Norway,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,25%,Percent who believe religion when science & religion disagree,41%
Country,Pakistan,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,97%,Percent who believe religion when science & religion disagree,95%
Country,Palestine,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,99%,Percent who believe religion when science & religion disagree,91%
Country,Panama,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,90%,Percent who believe religion when science & religion disagree,74%
Country,Paraguay,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,91%,Percent who believe religion when science & religion disagree,67%
Country,Peru,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,84%,Percent who believe religion when science & religion disagree,68%
Country,Philippines,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,93%,Percent who believe religion when science & religion disagree,74%
Country,Poland,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,60%,Percent who believe religion when science & religion disagree,27%
Country,Portugal,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,63%,Percent who believe religion when science & religion disagree,24%
Country,Romania,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,81%,Percent who believe religion when science & religion disagree,36%
Country,Russia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,42%,Percent who believe religion when science & religion disagree,19%
Country,Rwanda,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,94%,Percent who believe religion when science & religion disagree,81%
Country,Senegal,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,96%,Percent who believe religion when science & religion disagree,88%
Country,Serbia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,53%,Percent who believe religion when science & religion disagree,27%
Country,Sierra Leone,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,94%,Percent who believe religion when science & religion disagree,87%
Country,Singapore,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,68%,Percent who believe religion when science & religion disagree,56%
Country,Slovakia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,50%,Percent who believe religion when science & religion disagree,26%
Country,Slovenia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,49%,Percent who believe religion when science & religion disagree,23%
Country,South Africa,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,88%,Percent who believe religion when science & religion disagree,70%
Country,South Korea,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,67%,Percent who believe religion when science & religion disagree,24%
Country,Spain,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,46%,Percent who believe religion when science & religion disagree,18%
Country,Sri Lanka,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,98%,Percent who believe religion when science & religion disagree,73%
Country,Sweden,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,28%,Percent who believe religion when science & religion disagree,30%
Country,Switzerland,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,50%,Percent who believe religion when science & religion disagree,18%
Country,Taiwan,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,62%,Percent who believe religion when science & religion disagree,23%
